               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.028666,           0.0071534,           0.0002544,             0.95344,              0.9463,              0.9702,             0.55268,            0.036464,           0.0045497,          0.00025466,             0.00898,             0.00898,             0.00898
                  36,             0.02839,           0.0071272,          0.00025592,             0.94888,             0.94923,             0.96705,             0.54108,            0.036505,           0.0045481,          0.00025442,             0.00895,             0.00895,             0.00895
                  37,            0.028129,           0.0070954,          0.00026314,             0.94369,             0.95003,             0.96591,             0.56132,            0.035944,           0.0045827,          0.00024771,             0.00892,             0.00892,             0.00892
                  38,            0.027731,           0.0070318,            0.000252,             0.94462,              0.9458,             0.96253,             0.57056,             0.03612,           0.0045911,           0.0002469,             0.00889,             0.00889,             0.00889
                  39,             0.02751,             0.00699,          0.00025804,             0.94803,              0.9441,             0.96125,             0.55585,            0.036049,           0.0046435,            0.000255,             0.00886,             0.00886,             0.00886
                  40,            0.027075,           0.0069527,          0.00025667,             0.93952,             0.94147,             0.95997,             0.54429,            0.036861,           0.0046778,          0.00025783,             0.00883,             0.00883,             0.00883
                  41,            0.026845,           0.0069187,          0.00025807,             0.94243,             0.94948,             0.96236,             0.55128,            0.036139,           0.0047387,          0.00025901,              0.0088,              0.0088,              0.0088
                  42,            0.026727,           0.0068836,          0.00025837,             0.94227,             0.94536,             0.96191,             0.54988,            0.036127,           0.0047447,          0.00026269,             0.00877,             0.00877,             0.00877
                  43,            0.026354,           0.0068125,          0.00025279,             0.94305,             0.95256,             0.96291,             0.55773,            0.035699,           0.0047203,          0.00025846,             0.00874,             0.00874,             0.00874
                  44,             0.02621,           0.0067954,          0.00025238,             0.94255,              0.9503,             0.96403,             0.55707,            0.036337,           0.0047376,          0.00025447,             0.00871,             0.00871,             0.00871
                  45,            0.025892,           0.0067365,          0.00025302,             0.94108,             0.94948,             0.96182,             0.55185,            0.036793,           0.0048241,           0.0002627,             0.00868,             0.00868,             0.00868
                  46,            0.025673,           0.0067107,           0.0002498,             0.94111,             0.94528,             0.96264,             0.55443,            0.037484,           0.0048939,          0.00026482,             0.00865,             0.00865,             0.00865
                  47,             0.02521,            0.006624,           0.0002513,             0.93897,             0.93845,             0.95706,             0.55045,            0.038112,           0.0049297,          0.00027041,             0.00862,             0.00862,             0.00862
                  48,             0.02487,           0.0065469,          0.00024555,             0.94341,             0.93473,              0.9602,             0.55727,            0.037484,           0.0049357,          0.00027481,             0.00859,             0.00859,             0.00859
                  49,            0.024521,           0.0065048,          0.00025024,             0.94125,             0.93779,              0.9625,             0.55139,             0.03735,           0.0049774,          0.00028004,             0.00856,             0.00856,             0.00856
                  50,            0.024613,           0.0064561,          0.00025602,              0.9426,             0.94102,             0.96281,             0.55541,            0.037068,           0.0049957,          0.00028443,             0.00853,             0.00853,             0.00853
                  51,            0.024285,           0.0064118,            0.000259,             0.94896,             0.93839,             0.96375,              0.5537,            0.036915,           0.0050194,          0.00029402,              0.0085,              0.0085,              0.0085
